Company,Year,Total Assets,Total Liabilities,Revenue,Net Profit,Method,File,Status,Success Level,Currency,Unit,Language,company,year,total_assets,total_liabilities,revenue,net_profit,success_level,method,file
Acorns,2017.0,203556853.0,25547.0,13859930.0,13880855.0,regex+table,Acorns_2017_18_Annual.pdf,Success,Complete,,,,,,,,,,,,
Acorns,2018.0,354038314.0,66066.0,27181059.0,26400133.0,regex+table,Acorns_2018_19_Annual.pdf,Success,Complete,,,,,,,,,,,,
Acorns,2020.0,811815120.0,184536.0,120721521.0,118730064.0,regex+table,Acorns_2020_21_Annual.pdf,Success,Complete,,,,,,,,,,,,
Acorns,2019.0,464180375.0,113807.0,2315071.0,982679.0,regex+table,Acorns_2019_20_Annual.pdf,Success,Complete,,,,,,,,,,,,
Acorns,2022.0,981886940.0,296819.0,36234783.0,,regex+table,Acorns_2022_23_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Acorns,2021.0,894430361.0,221571.0,,,regex+table,Acorns_2021_22_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Acorns,2022.0,1151041210.0,359473.0,109532376.0,,regex+table,Acorns_2022_23_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Acorns,2024.0,1634266937.0,394647.0,108823581.0,106450166.0,regex+table,Acorns_2024_25_Q1_Q2.pdf,Success,Complete,,,,,,,,,,,,
Acorns,2023.0,1417127147.0,425126.0,158666832.0,154479446.0,regex+table,Acorns_2023_24_Annual.pdf,Success,Complete,,,,,,,,,,,,
Acorns,2021.0,977367928.0,226692.0,17974107.0,,regex+table,Acorns_2021_22_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Afterpay,2015.0,894772.0,,,-179817.0,regex+table,Afterpay_2015_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Afterpay,2016.0,1211362.0,,686618.0,-171590.0,regex+table,Afterpay_2016_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Afterpay,2018.0,3281023.0,,,-38453.0,regex+table,Afterpay_2018_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Afterpay,2017.0,2187270.0,,983963.0,-62813.0,regex+table,Afterpay_2017_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Afterpay,2019.0,4551258.0,,,,regex+table,Afterpay_2019_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Azlo,2013.0,1.31,,3955.0,1004.0,regex,Azlo_2013_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
CIMB,2015.0,,,,234557542.0,regex,CIMB_2015_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Card,2024.0,290558608.0,281830486.0,1205193.0,,regex,Card_by_Coinbase_2024_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Creditas,2024.0,5906337.0,5559535.0,474932.0,-1154191.0,regex,Creditas_2024_Q2.pdf,Success,Complete,,,,,,,,,,,,
Digio,2020.0,2.807,2.807,,,regex,Digio_2020_Q3、Q4.pdf,Success,Partial(2/4),,,,,,,,,,,,
Aprila,2023.0,838183.0,648004.0,,,regex+table,Aprila_Bank_2023_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
Aprila,2023.0,997004.0,798960.0,,5794.0,regex+table,Aprila_Bank_2023_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Aprila,2023.0,1085305.0,879513.0,,13525.0,regex+table,Aprila_Bank_2023_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Aprila,2023.0,1061600.0,844924.0,,23086.0,regex+table,Aprila_Bank_2023_Q4.pdf,Success,Partial(3/4),,,,,,,,,,,,
Aprila,2024.0,,,,52.0,regex+table,Aprila_Bank_2024_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Klarna,2016.0,9845198.0,7260028.0,,,regex,Klarna_2016_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2016.0,9845198.0,7260028.0,,,regex,Klarna_2016_Q1_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2016.0,9845198.0,7260028.0,,,regex,Klarna_2016_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2017.0,12804553000.0,9700935000.0,1865908000.0,,regex,Klarna_2017_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Klarna,2017.0,12804553000.0,9700935000.0,1865908000.0,,regex,Klarna_2017_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Klarna,2016.0,12000.0,9000.0,2000.0,,regex,Klarna_2016_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Klarna,2017.0,12804553000.0,9700935000.0,1865908000.0,,regex,Klarna_2017_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Klarna,2019.0,30452850.0,26342899.0,,,regex,Klarna_2019_Q1_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2019.0,30452850.0,26342899.0,,,regex,Klarna_2019_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2019.0,30452850.0,26342899.0,,,regex,Klarna_2019_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2023.0,112211225533.0,110077444488.0,0.8,,regex,Klarna_2023_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Klarna,2023.0,112211225533.0,110077444488.0,0.8,,regex,Klarna_2023_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Klarna,2023.0,112211225533.0,110077444488.0,0.8,,regex,Klarna_2023_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Knab,2021.0,17324655.0,,,,regex,Knab_2021_Q1、Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Klarna,2023.0,,,23504.0,,regex,Klarna_2023_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Knab,2022.0,16944275.0,,,16174.0,regex,Knab_2022_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Knab,2023.0,17122255.0,,,64481.0,regex,Knab_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
LINE,2022.0,10494808.0,5941605.0,,,regex,LINE_Pay_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
LINE,2023.0,12129838.0,6783335.0,,,regex,LINE_Pay_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
LINE,2023.0,10180152.0,5166701.0,,232679.0,regex,LINE_Pay_2023_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
LINE,2024.0,12213451.0,6629841.0,,207862.0,regex,LINE_Pay_2024_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2020.0,2421633.0,308131.0,,-184999.0,regex,Livi_Bank_2020_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2020.0,2421633.0,308131.0,,-184999.0,regex,Livi_Bank_2020_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2020.0,2421633.0,308131.0,,-184999.0,regex,Livi_Bank_2020_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
LINE,2024.0,13206388.0,7238301.0,,112056.0,regex,LINE_Pay_2024_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2023.0,3934782.0,2667890.0,,-308011.0,regex,Livi_Bank_2023_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2023.0,3934782.0,2667890.0,,-308011.0,regex,Livi_Bank_2023_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2023.0,3934782.0,2667890.0,,-308011.0,regex,Livi_Bank_2023_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2024.0,4901750.0,3018211.0,,-124537.0,regex,Livi_Bank_2024_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2024.0,4901750.0,3018211.0,,-124537.0,regex,Livi_Bank_2024_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Livi,2024.0,4901750.0,3018211.0,,-124537.0,regex,Livi_Bank_2024_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Lunar,2021.0,4368640.0,,,-0.0,regex,Lunar_2021_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Lunar,2022.0,11290069.0,,,-0.0,regex,Lunar_2022_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Lunar,2023.0,10355210.0,,,-0.0,regex,Lunar_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Klarna,2024.0,,,,2.0,regex,Klarna_2024_Q1Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Klarna,2024.0,,,,2.0,regex,Klarna_2024_Q1_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Klarna,2024.0,,,,2.0,regex,Klarna_2024_Q1、Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2007.0,22.927,22.927,,,regex,Magnetis_Investimentos_2007_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2007.0,32.709,32.709,,,regex,Magnetis_Investimentos_2007_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2008.0,20.459,20.459,,,regex,Magnetis_Investimentos_2008_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2010.0,73.826,,,,regex,Magnetis_Investimentos_2010_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2011.0,41.85,41.85,,,regex,Magnetis_Investimentos_2011_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2011.0,59.324,59.324,,,regex,Magnetis_Investimentos_2011_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2010.0,32.641,32.641,,6.522,regex,Magnetis_Investimentos_2010_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2011.0,82.392,75.846,,,regex,Magnetis_Investimentos_2011_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2012.0,72.45,,,,regex,Magnetis_Investimentos_2012_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2012.0,82.125,,,,regex,Magnetis_Investimentos_2012_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2013.0,102.55,,,57.888,regex,Magnetis_Investimentos_2013_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2012.0,131.258,,,,regex,Magnetis_Investimentos_2012_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2013.0,102.55,,,57.888,regex,Magnetis_Investimentos_2013_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2013.0,117.349,,,1.0,regex,Magnetis_Investimentos_2013_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2014.0,122.395,,,,regex,Magnetis_Investimentos_2014_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2014.0,,,,23.0,regex,Magnetis_Investimentos_2014_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2014.0,114.327,,,1.0,regex,Magnetis_Investimentos_2014_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2015.0,163.235,,,,regex,Magnetis_Investimentos_2015_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2014.0,135.283,,,19.0,regex,Magnetis_Investimentos_2014_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2015.0,161.241,,,,regex,Magnetis_Investimentos_2015_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2015.0,,,,35.0,regex,Magnetis_Investimentos_2015_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2017.0,155.138,155.138,,,regex,Magnetis_Investimentos_2017_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2016.0,149.723,,,268.772,regex,Magnetis_Investimentos_2016_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2015.0,188.119,,,,regex,Magnetis_Investimentos_2015_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2016.0,,,,28.0,regex,Magnetis_Investimentos_2016_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2016.0,144.147,,,2.128,regex,Magnetis_Investimentos_2016_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2009.0,12.129,12.129,,5.497,regex,Magnetis_Investimentos_2009_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2011.0,86.682,86.682,,,regex,Magnetis_Investimentos_2011_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2019.0,176.044,176.044,,,regex,Magnetis_Investimentos_2019_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2016.0,146027259.0,,,2677407.0,regex,Magnetis_Investimentos_2016_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2017.0,151.052,,,480.386,regex,Magnetis_Investimentos_2017_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2017.0,143.444,,,,regex,Magnetis_Investimentos_2017_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2017.0,143.389,,,,regex,Magnetis_Investimentos_2017_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2019.0,182.143,,,37.44,regex,Magnetis_Investimentos_2019_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2018.0,168.122,,,,regex,Magnetis_Investimentos_2018_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2018.0,153.394,,,,regex,Magnetis_Investimentos_2018_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2019.0,188.544,,,353.834,regex,Magnetis_Investimentos_2019_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2020.0,245.129,,,,regex,Magnetis_Investimentos_2020_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2018.0,179.082,,,,regex,Magnetis_Investimentos_2018_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2020.0,236.22,,,,regex,Magnetis_Investimentos_2020_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2019.0,179.779,,,62.994,regex,Magnetis_Investimentos_2019_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2020.0,241.664,,,,regex,Magnetis_Investimentos_2020_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2020.0,272.559,,,,regex,Magnetis_Investimentos_2020_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2021.0,318.201,,,,regex,Magnetis_Investimentos_2021_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2021.0,301.413,,,778.795,regex,Magnetis_Investimentos_2021_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2022.0,369.588,,,,regex,Magnetis_Investimentos_2022_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2021.0,301.28,,,,regex,Magnetis_Investimentos_2021_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2024.0,569.747,511.134,,795.674,regex,Magnetis_Investimentos_2024_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2021.0,340.556,,,861.411,regex,Magnetis_Investimentos_2021_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2022.0,398.261,350.555,,6.911,regex,Magnetis_Investimentos_2022_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2022.0,447.008,395.633,,3.757,regex,Magnetis_Investimentos_2022_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2023.0,495.115,,,2.233,regex,Magnetis_Investimentos_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2023.0,498.41,443.916,,1.033,regex,Magnetis_Investimentos_2023_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2023.0,473.837,422.346,,237.103,regex,Magnetis_Investimentos_2023_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2024.0,601.934,541.421,,1.692,regex,Magnetis_Investimentos_2024_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2022.0,384.224,,,515.564,regex,Magnetis_Investimentos_2022_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2024.0,559.58,,,,regex,Magnetis_Investimentos_2024_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2023.0,477.835,,,765.492,regex,Magnetis_Investimentos_2023_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Magnetis,2024.0,613.163,,,3.297,regex,Magnetis_Investimentos_2024_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
MariBank,2022.0,237916.0,104080.0,,,regex,MariBank_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Metro,2018.0,54000000.0,16803000000.0,48000000.0,,regex,Metro_Bank_2018_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
MariBank,2023.0,956608.0,560780.0,10068.0,,regex,MariBank_2023_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Metro,2016.0,10.0,7556749.0,,-16968.0,regex,Metro_Bank_2016_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Metro,2018.0,41000000.0,19163000000.0,41000000.0,,regex,Metro_Bank_2018_Q1、Q2、Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Metro,2017.0,6.0,12282095.0,,,regex,Metro_Bank_2017_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Metro,2018.0,6.0,18039.0,,15.2,regex,Metro_Bank_2018_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Magnetis,2008.0,19.27,19.27,,5.03,regex,Magnetis_Investimentos_2008_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Metro,2019.0,24000000.0,20788000000.0,17000000.0,2500000.0,regex,Metro_Bank_2019_Q1.pdf,Success,Complete,,,,,,,,,,,,
Metro,2019.0,8.0,19590.0,,,regex,Metro_Bank_2019_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Metro,2019.0,,19817000000.0,,,regex,Metro_Bank_2019_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Magnetis,2009.0,21.914,21.914,,5.684,regex,Magnetis_Investimentos_2009_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mintos,2021.0,6.0,,,,regex,Mintos_2021_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mintos,2020.0,6.0,,,,regex,Mintos_2020_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mintos,2019.0,4.0,,,,regex,Mintos_2019_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mintos,2016.0,532.0,,,-180.0,regex,Mintos_2016_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Mintos,2017.0,1.0,,,,regex,Mintos_2017_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Metro,2022.0,22555.0,21586.0,,,regex,Metro_Bank_2022_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Metro,2020.0,6.0,21290.0,2.0,,regex,Metro_Bank_2020_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Metro,2020.0,22134.0,20787.0,,,regex,Metro_Bank_2020_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Metro,2021.0,23013.0,21866.0,,,regex,Metro_Bank_2021_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Metro,2023.0,21747.0,20777.0,,,regex,Metro_Bank_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Mintos,2024.0,10.0,,,,regex,Mintos_2024_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mintos,2023.0,8.0,,,,regex,Mintos_2023_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2017.0,,,12972.0,,regex,Mogo_2017_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mintos,2022.0,6.0,,,,regex,Mintos_2022_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2018.0,,,26433.0,,regex,Mogo_2018_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2018.0,,,5418000.0,,regex,Mogo_2018_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2019.0,,,8018000.0,,regex,Mogo_2019_Q1.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2020.0,111797000.0,119262000.0,8099000.0,,regex,Mogo_2020_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2019.0,,,8214000.0,,regex,Mogo_2019_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2018.0,,,7229000.0,,regex,Mogo_2018_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2019.0,,,8800000.0,,regex,Mogo_2019_Q3.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2018.0,,,5856000.0,,regex,Mogo_2018_Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
Mogo,2020.0,103040000.0,109297000.0,16378000.0,,regex,Mogo_2020_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2019.0,151098.0,149346.0,34494.0,,regex,Mogo_2019_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2020.0,101459000.0,104778000.0,16585000.0,,regex,Mogo_2020_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2021.0,393867.0,124090.0,23111.0,-33209.0,regex,Mogo_2021_Annual.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2020.0,104468.0,99232.0,25131.0,,regex,Mogo_2020_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2023.0,212497000.0,108411000.0,6431000.0,-6884000.0,regex,Mogo_2023_Q1.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2022.0,377758000.0,122967000.0,6596000.0,-18870000.0,regex,Mogo_2022_Q1.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2022.0,302115000.0,115669000.0,6852000.0,-19996000.0,regex,Mogo_2022_Q3.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2021.0,390136000.0,112261000.0,5447000.0,,regex,Mogo_2021_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2021.0,380953000.0,111279000.0,5952000.0,,regex,Mogo_2021_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2023.0,207763.0,114039.0,26436.0,-17887.0,regex,Mogo_2023_Annual.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2021.0,251196000.0,110939000.0,5418000.0,-2817000.0,regex,Mogo_2021_Q1.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2023.0,201853000.0,107236000.0,6375000.0,-10008000.0,regex,Mogo_2023_Q2.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2024.0,206462000.0,115805000.0,7234000.0,-3610000.0,regex,Mogo_2024_Q1.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2023.0,196323000.0,111029000.0,6661000.0,-9504000.0,regex,Mogo_2023_Q3.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2022.0,221494.0,110608.0,27208.0,-165678.0,regex,Mogo_2022_Annual.pdf,Success,Complete,,,,,,,,,,,,
