Company,Year,Total Assets,Total Liabilities,Revenue,Net Profit,Method,File,Status,Success Level,Currency,Unit,Language,company,year,total_assets,total_liabilities,revenue,net_profit,success_level,method,file
Mogo,2022.0,321855000.0,117211000.0,6956000.0,,regex,Mogo_2022_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Mogo,2024.0,191606000.0,112928000.0,7117000.0,-12351000.0,regex,Mogo_2024_Q2.pdf,Success,Complete,,,,,,,,,,,,
Mogo,2024.0,183221000.0,112625000.0,6996000.0,-8112000.0,regex,Mogo_2024_Q3.pdf,Success,Complete,,,,,,,,,,,,
MyBank,2019.0,1395.5,,,,regex,MyBank_2019_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
MyBank,2015.0,30244865536.0,26313608326.0,252939600.0,,regex,MyBank_2015_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
MyBank,2022.0,4411.0,,157.0,35.0,regex,MyBank_2022_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Neon,2023.0,7.879,,,,regex,Neon_Bank_2023_Q3、Q4.pdf,Success,Partial(1/4),,,,,,,,,,,,
Neon,2024.0,5.519,,,,regex,Neon_Bank_2024_Q1、Q2.pdf,Success,Partial(1/4),,,,,,,,,,,,
MyBank,2023.0,,,187.43,42.03,regex,MyBank_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Nubank,2022.0,29916559.0,25025776.0,4792231.0,-364634.0,regex,Nubank_2022_Annual.pdf,Success,Complete,,,,,,,,,,,,
Nubank,2023.0,29489391.0,24280870.0,1618667.0,,regex,Nubank_2023_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Nubank,2022.0,24258003.0,19467421.0,877267.0,,regex,Nubank_2022_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
Nubank,2023.0,35693242.0,29803924.0,2136758.0,,regex,Nubank_2023_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Nubank,2023.0,33608083.0,27963484.0,1868640.0,,regex,Nubank_2023_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
Nubank,2021.0,19858681.0,15416140.0,1698023.0,-165334.0,regex,Nubank_2021_Annual.pdf,Success,Complete,,,,,,,,,,,,
Nubank,2022.0,132.406,132.406,,,regex,Nubank_2022_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Nubank,2024.0,43839497.0,37036806.0,2735901.0,378814.0,regex,Nubank_2024_Q1.pdf,Success,Complete,,,,,,,,,,,,
Nubank,2024.0,49931214.0,42284138.0,11517075.0,,regex,Nubank_2024_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Nubank,2024.0,44802730.0,37879290.0,2848691.0,487272.0,regex,Nubank_2024_Q2.pdf,Success,Complete,,,,,,,,,,,,
Nubank,2022.0,140.772,140.772,,,regex,Nubank_2022_Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
Nubank,2024.0,48637850.0,40993502.0,2943188.0,553386.0,regex,Nubank_2024_Q3.pdf,Success,Complete,,,,,,,,,,,,
Ollo,,131417.5,,,1325.3,regex,Ollo_1998_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Ollo,,148789.2,,,1527.3,regex,Ollo_1999_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Ollo,2000.0,168410.1,,1999.0,1602.1,regex,Ollo_2000_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Ollo,2004.0,324139.0,301722.0,20331.0,2913.0,regex,Ollo_2004_Annual.pdf,Success,Complete,,,,,,,,,,,,
Ollo,2001.0,192720.9,,,,regex,Ollo_2001_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Ollo,2008.0,2.0,1.0,,,regex,Ollo_2008_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Ollo,2006.0,,,,2394.0,regex,Ollo_2006_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
PAO,2020.0,1220177.0,608885.0,7973.0,,regex,PAO_Bank_2020_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2020.0,,111487000.0,4515000.0,,regex,PAO_Bank_2020_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2021.0,1436869000.0,641290000.0,6982000.0,,regex,PAO_Bank_2021_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2021.0,1436869000.0,641290000.0,6982000.0,,regex,PAO_Bank_2021_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2020.0,,111487000.0,4515000.0,,regex,PAO_Bank_2020_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2020.0,,111487000.0,4515000.0,,regex,PAO_Bank_2020_Q1_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2021.0,2483953.0,1786305.0,34008.0,,regex,PAO_Bank_2021_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2021.0,1436869000.0,641290000.0,6982000.0,,regex,PAO_Bank_2021_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2022.0,2809891000.0,2185468000.0,48239000.0,,regex,PAO_Bank_2022_Q1Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2023.0,3078119000.0,2316113000.0,,,regex,PAO_Bank_2023_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2022.0,2809891000.0,2185468000.0,48239000.0,,regex,PAO_Bank_2022_Q1、Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2022.0,2809891000.0,2185468000.0,48239000.0,,regex,PAO_Bank_2022_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2022.0,3192634.0,2344735.0,96900.0,,regex,PAO_Bank_2022_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
PAO,2023.0,3078119000.0,2316113000.0,,,regex,PAO_Bank_2023_Q1_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2023.0,3304686.0,2636683.0,,,regex,PAO_Bank_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2023.0,3078119000.0,2316113000.0,,,regex,PAO_Bank_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2024.0,5217256000.0,4306466000.0,,,regex,PAO_Bank_2024_Q1_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2024.0,5217256000.0,4306466000.0,,,regex,PAO_Bank_2024_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
PAO,2024.0,5217256000.0,4306466000.0,,,regex,PAO_Bank_2024_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Picpay,2020.0,2.228,1.857,,,regex,Picpay_2020_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Picpay,2023.0,6.0,5.0,,,regex,Picpay_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Picpay,2024.0,7.0,6.71,,,regex,Picpay_2024_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Picpay,2023.0,7.0,6.087,,,regex,Picpay_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Picpay,2022.0,5.976,4.911,,,regex,Picpay_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Paytm,2020.0,,,3186.8,-1701.01,regex,Paytm_2020_21_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Paytm,2019.0,,,3628.85,-2942.36,regex,Paytm_2019_20_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Picpay,2022.0,13.273,12.449,,,regex,Picpay_2022_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Quadpay,2019.0,,,1.0,,regex,Quadpay_2019_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Quadpay,2024.0,,,417.4,,regex,Quadpay_2024_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Quadpay,2021.0,,,176.0,,regex,Quadpay_2021_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
RecargaPay,2022.0,1.418,10.0,,,regex,RecargaPay_2022_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
RecargaPay,2022.0,3.703,262.682,,,regex,RecargaPay_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
RecargaPay,2023.0,3.063,505.0,,,regex,RecargaPay_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
RecargaPay,2023.0,3.56,443.0,,,regex,RecargaPay_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Revolut,2021.0,,,,2021.0,regex,Revolut_2021_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
RecargaPay,2024.0,11.836,739.0,,,regex,RecargaPay_2024_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
SBI,2022.0,8534021.0,8388628.0,,17116.0,regex,SBI_Sumishin_Net_Bank_2022_23_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Seven,2008.0,259676.0,214013.0,,25.0,regex,Seven_Bank_2008_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Seven,2011.0,3.0,,,,regex,Seven_Bank_2011_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Seven,2012.0,8.8,8.6,,7.8,regex,Seven_Bank_2012_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Seven,2010.0,4.0,,,,regex,Seven_Bank_2010_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Seven,2009.0,4.0,,,,regex,Seven_Bank_2009_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Sharesies,2022.0,393923.0,221.0,,,regex,Sharesies_2022_23_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
SBI,2023.0,8679004.0,8547313.0,,19944.0,regex,SBI_Sumishin_Net_Bank_2023_24_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Shawbrook,2013.0,1661601.0,,,,regex,Shawbrook_Bank_2013_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Seven,2015.0,,,,1.0,regex,Seven_Bank_2015_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Seven,2013.0,,674486.0,,19377.0,regex,Seven_Bank_2013_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Shawbrook,2015.0,3057.1,2729.8,,,regex,Shawbrook_Bank_2015_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Shawbrook,2017.0,4952.5,4494.1,,,regex,Shawbrook_Bank_2017_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Shawbrook,2018.0,6377.8,5727.9,,,regex,Shawbrook_Bank_2018_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Shawbrook,2019.0,7671.0,6952.0,,,regex,Shawbrook_Bank_2019_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
SoFi,2021.0,8083324.0,3514421.0,272006.0,-30047.0,regex,SoFi_2021_Q3.pdf,Success,Complete,,,,,,,,,,,,
SoFi,2022.0,12246576.0,6715903.0,330344.0,-110357.0,regex,SoFi_2022_Q1.pdf,Success,Complete,,,,,,,,,,,,
SoFi,2023.0,25561449.0,19983414.0,13.0,-47549.0,regex,SoFi_2023_Q2.pdf,Success,Complete,,,,,,,,,,,,
SoFi,2022.0,12670886.0,7164332.0,362527.0,-95835.0,regex,SoFi_2022_Q2.pdf,Success,Complete,,,,,,,,,,,,
SoFi,2022.0,15834903.0,10333526.0,423985.0,-74209.0,regex,SoFi_2022_Q3.pdf,Success,Complete,,,,,,,,,,,,
SoFi,2024.0,31305760.0,25159781.0,14.0,,regex,SoFi_2024_Q1.pdf,Success,Partial(3/4),,,,,,,,,,,,
SoFi,2023.0,22452961.0,16898515.0,13.0,-34422.0,regex,SoFi_2023_Q1.pdf,Success,Complete,,,,,,,,,,,,
SoFi,2024.0,32641979.0,26740485.0,15.0,,regex,SoFi_2024_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
SoFi,2024.0,34380176.0,28258695.0,15.0,,regex,SoFi_2024_Q3.pdf,Success,Partial(3/4),,,,,,,,,,,,
Superdigital,2019.0,303.293,,,74.0,regex,Superdigital_2019_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Superdigital,2022.0,594.446,594.446,,,regex,Superdigital_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Superdigital,2020.0,2.0,2.0,,,regex,Superdigital_2020_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Superdigital,2021.0,329.044,329.044,,,regex,Superdigital_2021_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Superdigital,2024.0,480.541,212.551,,,regex,Superdigital_2024_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tonik,2020.0,104900426.0,105237044.0,,,regex,Tonik_2020_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tonik,2022.0,10585492306.0,8354808620.0,,,regex,Tonik_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tyro,2002.0,233876.0,0.0,3054.0,,regex,Tyro_2002_03_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Tyro,2003.0,572465.0,9260.0,109545.0,,regex,Tyro_2003_04_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Tyro,2004.0,3.0,5.0,,,regex,Tyro_2004_05_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tinkoff,2022.0,1599475.0,1393699.0,,20802.0,regex,Tinkoff_2022_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Tyro,2005.0,,,2.0,,regex,Tyro_2005_06_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Tyro,2009.0,,,,-1823958.0,regex,Tyro_2009_10_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Tyro,2008.0,,,,-5113175.0,regex,Tyro_2008_09_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Tyro,2010.0,,,,-1815517.0,regex,Tyro_2010_11_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Tinkoff,2021.0,,,20.0,46.0,regex,Tinkoff_2021_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tyro,2014.0,35813.0,8025.0,,,regex,Tyro_2014_15_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tyro,2012.0,,,,-8.0,regex,Tyro_2012_13_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
Tyro,2016.0,139509.0,18118.0,,-12775.0,regex,Tyro_2016_17_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Tyro,2017.0,,,148251.0,-16370.0,regex,Tyro_2017_18_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Warren,2023.0,155.185,,,,regex,Warren_2023_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
WeBank,2016.0,51995491724.0,,2.0,4.01,regex,WeBank_2016_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
WeBank,2019.0,2912.0,,14870331.0,39.5,regex,WeBank_2019_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
WeBank,2021.0,438747807000000.0,,26989261000000.0,6883757000000.0,regex,WeBank_2021_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
WeBank,2020.0,3464000000.0,,19880616000000.0,4957070000000.0,regex,WeBank_2020_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Tyro,2019.0,,,210675.0,,regex,Tyro_2019_20_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
WeBank,2023.0,5099000.0,4687000.0,19645179000.0,5452380000.0,regex,WeBank_2023_Q1、Q2.pdf,Success,Complete,,,,,,,,,,,,
WeBank,2024.0,5809000.0,5293000.0,19637855000.0,6315496000.0,regex,WeBank_2024_Q1、Q2.pdf,Success,Complete,,,,,,,,,,,,
WeBank,2018.0,220036611.0,,10029739.0,2474133.0,regex,WeBank_2018_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
WeBank,2022.0,473861630000000.0,,35364050000000.0,8937051000000.0,regex,WeBank_2022_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
Wise,2022.0,10224.0,9766.6,3.0,37.3,regex,Wise_2022_23_Q1_Q2.pdf,Success,Complete,,,,,,,,,,,,
Tonik,2021.0,5884999458.0,5530207294.0,,,regex,Tonik_2021_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
Tyro,2018.0,,,189.8,,regex,Tyro_2018_19_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
WeBank,2023.0,5355.79,4893.57,39361031.0,10815334.0,regex,WeBank_2023_Annual.pdf,Success,Complete,,,,,,,,,,,,
Wise,2021.0,5652.0,5313.4,256.3,12.7,regex,Wise__fmr_TransferWise_2021_22_Q1_Q2.pdf,Success,Complete,,,,,,,,,,,,
Wise,2022.0,10224.0,9766.6,3.0,37.3,regex,Wise__fmr_TransferWise_2022_23_Q1_Q2.pdf,Success,Complete,,,,,,,,,,,,
ZA,2021.0,9912034.0,8129471.0,,-252096.0,regex,ZA_Bank_2021_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
ZA,2022.0,10715157.0,8456388.0,,-257104.0,regex,ZA_Bank_2022_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
ZA,2023.0,13030228.0,10979394.0,20987.0,-199910.0,regex,ZA_Bank_2023_Annual.pdf,Success,Complete,,,,,,,,,,,,
ZA,2024.0,19952965.0,18042037.0,,-109258.0,regex,ZA_Bank_2024_Annual.pdf,Success,Partial(3/4),,,,,,,,,,,,
digibank,2020.0,87632242000000.0,78420930000000.0,,,regex,digibank_DBS_Bank_2020_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2020.0,90781028000000.0,81429070000000.0,,,regex,digibank_DBS_Bank_2020_Q1Q2Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,86154871000000.0,76479600000000.0,,,regex,digibank_DBS_Bank_2021_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,85324826000000.0,75839253000000.0,,,regex,digibank_DBS_Bank_2021_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,81980431000000.0,72313541000000.0,,,regex,digibank_DBS_Bank_2021_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,99281571000000.0,88781168000000.0,,,regex,digibank_DBS_Bank_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,84068288000000.0,74541503000000.0,,,regex,digibank_DBS_Bank_2021_Q1Q2Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,89841955000000.0,80046370000000.0,,,regex,digibank_DBS_Bank_2022_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,112971991000000.0,100790732000000.0,,,regex,digibank_DBS_Bank_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,95762445000000.0,85587998000000.0,,,regex,digibank_DBS_Bank_2022_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,99225474000000.0,88953099000000.0,,,regex,digibank_DBS_Bank_2022_Q1Q2Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,101475777000000.0,90348284000000.0,,,regex,digibank_DBS_Bank_2023_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,105273539000000.0,93854541000000.0,,,regex,digibank_DBS_Bank_2023_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,111379146000000.0,99435591000000.0,,,regex,digibank_DBS_Bank_2023_Q1Q2Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2024.0,119603042000000.0,106965740000000.0,,,regex,digibank_DBS_Bank_2024_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2024.0,131553399000000.0,118549575000000.0,,,regex,digibank_DBS_Bank_2024_Q1Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2024.0,1000000.0,1000000.0,,,regex,digibank_DBS_Bank_2024_Q1Q2Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2020.0,87632242000000.0,78420930000000.0,,,regex,digibank_（DBS_Bank）_2020_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,86154871000000.0,76479600000000.0,,,regex,digibank_（DBS_Bank）_2021_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,85324826000000.0,75839253000000.0,,,regex,digibank_（DBS_Bank）_2021_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,81980431000000.0,72313541000000.0,,,regex,digibank_（DBS_Bank）_2021_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2021.0,84068288000000.0,74541503000000.0,,,regex,digibank_（DBS_Bank）_2021_Q1、Q2、Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,99281571000000.0,88781168000000.0,,,regex,digibank_（DBS_Bank）_2022_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,89841955000000.0,80046370000000.0,,,regex,digibank_（DBS_Bank）_2022_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,95762445000000.0,85587998000000.0,,,regex,digibank_（DBS_Bank）_2022_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,112971991000000.0,100790732000000.0,,,regex,digibank_（DBS_Bank）_2023_Annual.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2022.0,99225474000000.0,88953099000000.0,,,regex,digibank_（DBS_Bank）_2022_Q1、Q2、Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,101475777000000.0,90348284000000.0,,,regex,digibank_（DBS_Bank）_2023_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,105273539000000.0,93854541000000.0,,,regex,digibank_（DBS_Bank）_2023_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2024.0,119603042000000.0,106965740000000.0,,,regex,digibank_（DBS_Bank）_2024_Q1.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2023.0,111379146000000.0,99435591000000.0,,,regex,digibank_（DBS_Bank）_2023_Q1、Q2、Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2024.0,131553399000000.0,118549575000000.0,,,regex,digibank_（DBS_Bank）_2024_Q1、Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
digibank,2024.0,1000000.0,1000000.0,,,regex,digibank_（DBS_Bank）_2024_Q1、Q2、Q3.pdf,Success,Partial(2/4),,,,,,,,,,,,
weLab,2018.0,,,,-493146.0,regex,weLab_Bank_2018_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
weLab,2020.0,776078.0,259192.0,,,regex,weLab_Bank_2020_Q1_Q2.pdf,Success,Partial(2/4),,,,,,,,,,,,
weLab,2022.0,2667193.0,2138869.0,,-224016.0,regex,weLab_Bank_2022_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
weLab,2021.0,2723303.0,2188491.0,,-226728.0,regex,weLab_Bank_2021_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
weLab,2023.0,3054770.0,2565157.0,,-161544.0,regex,weLab_Bank_2023_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
weLab,2024.0,8689647.0,7582575.0,,-125074.0,regex,weLab_Bank_2024_Q1_Q2.pdf,Success,Partial(3/4),,,,,,,,,,,,
weLab,2023.0,,,,-315632.0,regex,weLab_Bank_2023_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
weLab,2022.0,,,,-458309.0,regex,weLab_Bank_2022_Annual.pdf,Success,Partial(1/4),,,,,,,,,,,,
